VI	BI[0]	BI[1]	BI[2]	BI[3]	BW[0]	BW[1]	BW[2]	BW[3]
3672	25	0	0	0	1	0	0	0
3673	25	0	0	0	1	0	0	0
3674	25	0	0	0	1	0	0	0
3675	25	0	0	0	1	0	0	0
3676	25	0	0	0	1	0	0	0
3677	25	0	0	0	1	0	0	0
3678	25	0	0	0	1	0	0	0
3679	25	0	0	0	1	0	0	0
3680	25	0	0	0	1	0	0	0
3681	25	0	0	0	1	0	0	0
3682	25	0	0	0	1	0	0	0
3683	25	0	0	0	1	0	0	0
3684	25	0	0	0	1	0	0	0
3685	25	0	0	0	1	0	0	0
3686	25	0	0	0	1	0	0	0
3687	25	0	0	0	1	0	0	0
3688	25	0	0	0	1	0	0	0
3689	25	0	0	0	1	0	0	0
3690	10	0	0	0	1	0	0	0
3691	10	0	0	0	1	0	0	0
3692	10	0	0	0	1	0	0	0
3693	10	0	0	0	1	0	0	0
3694	9	0	0	0	1	0	0	0
3695	9	0	0	0	1	0	0	0
3696	9	0	0	0	1	0	0	0
3697	9	10	0	0	0.9	0.1	0	0
3698	10	0	0	0	1	0	0	0
3699	10	0	0	0	1	0	0	0
3700	10	0	0	0	1	0	0	0
3701	10	0	0	0	1	0	0	0
3702	10	0	0	0	1	0	0	0
3703	10	0	0	0	1	0	0	0
3704	10	0	0	0	1	0	0	0
3705	10	0	0	0	1	0	0	0
3706	9	0	0	0	1	0	0	0
3707	9	0	0	0	1	0	0	0
3708	9	0	0	0	1	0	0	0
3709	9	0	0	0	1	0	0	0
3710	10	0	0	0	1	0	0	0
3711	10	0	0	0	1	0	0	0
3712	10	0	0	0	1	0	0	0
3713	10	0	0	0	1	0	0	0
3714	10	0	0	0	1	0	0	0
3715	10	0	0	0	1	0	0	0
3716	10	0	0	0	1	0	0	0
3717	10	0	0	0	1	0	0	0
3718	9	0	0	0	1	0	0	0
3719	9	0	0	0	1	0	0	0
3720	9	0	0	0	1	0	0	0
3721	9	0	0	0	1	0	0	0
3722	10	0	0	0	1	0	0	0
3723	10	0	0	0	1	0	0	0
3724	10	0	0	0	1	0	0	0
3725	10	0	0	0	1	0	0	0
3726	10	0	0	0	1	0	0	0
3727	10	0	0	0	1	0	0	0
3728	10	0	0	0	1	0	0	0
3729	10	0	0	0	1	0	0	0
3730	9	0	0	0	1	0	0	0
3731	9	0	0	0	1	0	0	0
3732	9	0	0	0	1	0	0	0
3733	9	0	0	0	1	0	0	0
3734	3	4	0	0	0.25	0.75	0	0
3735	3	4	0	0	0.25	0.75	0	0
3736	3	4	0	0	0.25	0.75	0	0
3737	3	4	0	0	0.25	0.75	0	0
3738	3	4	0	0	0.25	0.75	0	0
3739	3	4	0	0	0.25	0.75	0	0
3740	3	4	0	0	0.25	0.75	0	0
3741	3	4	0	0	0.25	0.75	0	0
3742	9	10	0	0	0.25	0.75	0	0
3743	9	10	0	0	0.25	0.75	0	0
3744	9	10	0	0	0.4	0.6	0	0
3745	9	10	0	0	0.4	0.6	0	0
3746	0	9	0	0	0.25	0.75	0	0
3747	0	9	0	0	0.25	0.75	0	0
3748	0	9	0	0	0.75	0.25	0	0
3749	0	9	0	0	0.75	0.25	0	0
3750	3	4	0	0	0.25	0.75	0	0
3751	3	4	0	0	0.25	0.75	0	0
3752	3	4	0	0	0.25	0.75	0	0
3753	3	4	0	0	0.25	0.75	0	0
3754	9	0	0	0	1	0	0	0
3755	9	0	0	0	1	0	0	0
3756	9	0	0	0	1	0	0	0
3757	9	0	0	0	1	0	0	0
3758	4	0	0	0	1	0	0	0
3759	4	0	0	0	1	0	0	0
3760	4	0	0	0	1	0	0	0
3761	4	0	0	0	1	0	0	0
3762	3	4	0	0	0.25	0.75	0	0
3763	3	4	0	0	0.25	0.75	0	0
3764	3	4	0	0	0.25	0.75	0	0
3765	3	4	0	0	0.25	0.75	0	0
3766	0	1	0	0	0.25	0.75	0	0
3767	0	1	0	0	0.25	0.75	0	0
3768	0	1	0	0	0.25	0.75	0	0
3769	0	1	0	0	0.25	0.75	0	0
3770	9	0	0	0	1	0	0	0
3771	9	0	0	0	1	0	0	0
3772	9	0	0	0	1	0	0	0
3773	9	0	0	0	1	0	0	0
3774	9	10	0	0	0.4	0.6	0	0
3775	9	10	0	0	0.4	0.6	0	0
3776	9	10	0	0	0.25	0.75	0	0
3777	9	10	0	0	0.25	0.75	0	0
3778	9	0	0	0	1	0	0	0
3779	9	0	0	0	1	0	0	0
3780	9	0	0	0	1	0	0	0
3781	9	0	0	0	1	0	0	0
3782	9	0	0	0	1	0	0	0
3783	9	0	0	0	1	0	0	0
3784	9	0	0	0	1	0	0	0
3785	9	0	0	0	1	0	0	0
3786	0	1	0	0	0.75	0.25	0	0
3787	0	1	0	0	0.75	0.25	0	0
3788	0	1	9	0	0.81	0.1	0.09	0
3789	0	1	9	0	0.81	0.1	0.09	0
3790	0	1	0	0	0.75	0.25	0	0
3791	0	1	0	0	0.5	0.5	0	0
3792	0	1	0	0	0.5	0.5	0	0
3793	0	1	0	0	0.75	0.25	0	0
3794	0	1	9	0	0.81	0.1	0.09	0
3795	0	1	0	0	0.75	0.25	0	0
3796	0	1	0	0	0.5	0.5	0	0
3797	0	1	0	0	0.75	0.25	0	0
3798	0	1	9	0	0.81	0.1	0.09	0
3799	0	1	0	0	0.75	0.25	0	0
3800	0	1	0	0	0.75	0.25	0	0
3801	0	1	9	0	0.81	0.1	0.09	0
3802	0	1	0	0	0.5	0.5	0	0
3803	0	1	0	0	0.5	0.5	0	0
3804	0	1	0	0	0.75	0.25	0	0
3805	0	1	0	0	0.75	0.25	0	0
3806	9	0	0	0	1	0	0	0
3807	9	0	0	0	1	0	0	0
3808	9	0	0	0	1	0	0	0
3809	9	0	0	0	1	0	0	0
3810	9	0	0	0	1	0	0	0
3811	9	0	0	0	1	0	0	0
3812	9	0	0	0	1	0	0	0
3813	9	0	0	0	1	0	0	0
3814	3	4	0	0	0.25	0.75	0	0
3815	3	4	0	0	0.25	0.75	0	0
3816	3	4	0	0	0.25	0.75	0	0
3817	3	4	0	0	0.25	0.75	0	0
3818	3	4	0	0	0.25	0.75	0	0
3819	3	4	0	0	0.25	0.75	0	0
3820	3	4	0	0	0.25	0.75	0	0
3821	3	4	0	0	0.25	0.75	0	0
3822	3	4	0	0	0.25	0.75	0	0
3823	3	4	0	0	0.25	0.75	0	0
3824	3	4	0	0	0.25	0.75	0	0
3825	3	4	0	0	0.25	0.75	0	0
3826	3	4	0	0	0.25	0.75	0	0
3827	3	4	0	0	0.25	0.75	0	0
3828	3	4	0	0	0.25	0.75	0	0
3829	3	4	0	0	0.25	0.75	0	0
3830	3	4	0	0	0.25	0.75	0	0
3831	3	4	0	0	0.25	0.75	0	0
3832	3	4	0	0	0.25	0.75	0	0
3833	3	4	0	0	0.25	0.75	0	0
3834	3	4	0	0	0.25	0.75	0	0
3835	3	4	0	0	0.25	0.75	0	0
3836	3	4	0	0	0.25	0.75	0	0
3837	3	4	0	0	0.25	0.75	0	0
3838	3	4	0	0	0.25	0.75	0	0
3839	3	4	0	0	0.25	0.75	0	0
3840	3	4	0	0	0.25	0.75	0	0
3841	3	4	0	0	0.25	0.75	0	0
3842	3	4	0	0	0.25	0.75	0	0
3843	3	4	0	0	0.25	0.75	0	0
3844	3	4	0	0	0.25	0.75	0	0
3845	3	4	0	0	0.25	0.75	0	0
3846	25	0	0	0	1	0	0	0
3847	25	0	0	0	1	0	0	0
3848	25	0	0	0	1	0	0	0
3849	25	0	0	0	1	0	0	0
3850	3	4	0	0	0.25	0.75	0	0
3851	2	3	4	0	0.1	0.45	0.45	0
3852	3	4	0	0	0.25	0.75	0	0
3853	3	4	0	0	0.25	0.75	0	0
3854	25	0	0	0	1	0	0	0
3855	25	0	0	0	1	0	0	0
3856	10	25	0	0	0.25	0.75	0	0
3857	10	25	0	0	0.25	0.75	0	0
3858	2	3	4	0	0.1	0.45	0.45	0
3859	2	3	4	0	0.1	0.45	0.45	0
3860	3	4	0	0	0.25	0.75	0	0
3861	3	4	0	0	0.25	0.75	0	0
3862	25	0	0	0	1	0	0	0
3863	10	25	0	0	0.25	0.75	0	0
3864	10	25	0	0	0.25	0.75	0	0
3865	25	0	0	0	1	0	0	0
3866	9	0	0	0	1	0	0	0
3867	9	0	0	0	1	0	0	0
3868	9	0	0	0	1	0	0	0
3869	9	0	0	0	1	0	0	0
3870	25	0	0	0	1	0	0	0
3871	10	25	0	0	0.25	0.75	0	0
3872	10	25	0	0	0.25	0.75	0	0
3873	25	0	0	0	1	0	0	0
3874	9	0	0	0	1	0	0	0
3875	9	0	0	0	1	0	0	0
3876	9	0	0	0	1	0	0	0
3877	9	0	0	0	1	0	0	0
3878	4	0	0	0	1	0	0	0
3879	4	0	0	0	1	0	0	0
3880	4	0	0	0	1	0	0	0
3881	4	0	0	0	1	0	0	0
3882	9	0	0	0	1	0	0	0
3883	9	0	0	0	1	0	0	0
3884	9	0	0	0	1	0	0	0
3885	9	0	0	0	1	0	0	0
3886	4	0	0	0	1	0	0	0
3887	4	0	0	0	1	0	0	0
3888	4	0	0	0	1	0	0	0
3889	4	0	0	0	1	0	0	0
3890	9	0	0	0	1	0	0	0
3891	9	0	0	0	1	0	0	0
3892	9	0	0	0	1	0	0	0
3893	9	0	0	0	1	0	0	0
3894	2	3	4	0	0.1	0.45	0.45	0
3895	2	3	4	0	0.1	0.45	0.45	0
3896	4	0	0	0	1	0	0	0
3897	4	0	0	0	1	0	0	0
3898	9	0	0	0	1	0	0	0
3899	9	0	0	0	1	0	0	0
3900	9	0	0	0	1	0	0	0
3901	9	0	0	0	1	0	0	0
3902	2	3	4	0	0.1	0.45	0.45	0
3903	2	3	4	0	0.1	0.45	0.45	0
3904	3	4	0	0	0.25	0.75	0	0
3905	3	4	0	0	0.25	0.75	0	0
3906	9	0	0	0	1	0	0	0
3907	9	0	0	0	1	0	0	0
3908	9	0	0	0	1	0	0	0
3909	9	0	0	0	1	0	0	0
3910	2	3	4	0	0.1	0.45	0.45	0
3911	3	4	0	0	0.25	0.75	0	0
3912	3	4	0	0	0.25	0.75	0	0
3913	3	4	0	0	0.25	0.75	0	0
3914	9	0	0	0	1	0	0	0
3915	9	0	0	0	1	0	0	0
3916	9	0	0	0	1	0	0	0
3917	9	0	0	0	1	0	0	0
3918	2	3	4	0	0.1	0.45	0.45	0
3919	2	3	4	0	0.1	0.45	0.45	0
3920	3	4	0	0	0.25	0.75	0	0
3921	3	4	0	0	0.25	0.75	0	0
3922	9	0	0	0	1	0	0	0
3923	9	0	0	0	1	0	0	0
3924	9	0	0	0	1	0	0	0
3925	9	0	0	0	1	0	0	0
3926	2	3	4	0	0.1	0.45	0.45	0
3927	3	4	0	0	0.25	0.75	0	0
3928	3	4	0	0	0.25	0.75	0	0
3929	3	4	0	0	0.25	0.75	0	0
3930	9	10	0	0	0.75	0.25	0	0
3931	9	10	0	0	0.75	0.25	0	0
3932	9	10	0	0	0.75	0.25	0	0
3933	9	10	0	0	0.75	0.25	0	0
3934	3	4	0	0	0.25	0.75	0	0
3935	3	4	0	0	0.25	0.75	0	0
3936	3	4	0	0	0.25	0.75	0	0
3937	3	4	0	0	0.25	0.75	0	0
3938	9	10	0	0	0.75	0.25	0	0
3939	9	10	0	0	0.9	0.1	0	0
3940	9	10	0	0	0.9	0.1	0	0
3941	9	10	0	0	0.75	0.25	0	0
3942	2	3	4	0	0.1	0.45	0.45	0
3943	4	0	0	0	1	0	0	0
3944	2	3	4	0	0.1	0.45	0.45	0
3945	2	3	4	0	0.1	0.45	0.45	0
3946	3	4	0	0	0.2	0.8	0	0
3947	4	0	0	0	1	0	0	0
3948	4	0	0	0	1	0	0	0
3949	4	0	0	0	1	0	0	0
3950	4	0	0	0	1	0	0	0
3951	4	0	0	0	1	0	0	0
3952	4	0	0	0	1	0	0	0
3953	4	0	0	0	1	0	0	0
3954	4	0	0	0	1	0	0	0
3955	4	0	0	0	1	0	0	0
3956	4	0	0	0	1	0	0	0
3957	4	0	0	0	1	0	0	0
3958	3	4	0	0	0.25	0.75	0	0
3959	2	3	4	0	0.1	0.45	0.45	0
3960	3	4	0	0	0.25	0.75	0	0
3961	3	4	0	0	0.25	0.75	0	0
3962	9	10	0	0	0.75	0.25	0	0
3963	9	10	0	0	0.9	0.1	0	0
3964	9	10	0	0	0.9	0.1	0	0
3965	9	10	0	0	0.75	0.25	0	0
3966	2	3	4	0	0.1	0.45	0.45	0
3967	2	3	4	0	0.1	0.45	0.45	0
3968	2	3	4	0	0.1	0.45	0.45	0
3969	3	4	0	0	0.25	0.75	0	0
3970	2	3	4	0	0.1	0.45	0.45	0
3971	2	3	4	0	0.1	0.45	0.45	0
3972	2	3	4	0	0.1	0.45	0.45	0
3973	2	3	4	0	0.1	0.45	0.45	0
3974	9	10	0	0	0.75	0.25	0	0
3975	9	10	0	0	0.9	0.1	0	0
3976	9	10	0	0	0.9	0.1	0	0
3977	9	10	0	0	0.75	0.25	0	0
3978	2	3	4	0	0.1	0.45	0.45	0
3979	2	3	4	0	0.1	0.45	0.45	0
3980	2	3	4	0	0.1	0.45	0.45	0
3981	2	3	4	0	0.1	0.45	0.45	0
3982	2	3	4	0	0.1	0.45	0.45	0
3983	2	3	4	0	0.1	0.45	0.45	0
3984	3	4	0	0	0.25	0.75	0	0
3985	2	3	4	0	0.1	0.45	0.45	0
3986	9	10	0	0	0.9	0.1	0	0
3987	9	10	0	0	0.9	0.1	0	0
3988	9	10	0	0	0.9	0.1	0	0
3989	9	10	0	0	0.9	0.1	0	0
3990	2	3	4	0	0.1	0.45	0.45	0
3991	2	3	4	0	0.1	0.45	0.45	0
3992	2	3	4	0	0.1	0.45	0.45	0
3993	2	3	4	0	0.1	0.45	0.45	0
3994	2	3	4	0	0.1	0.45	0.45	0
3995	3	4	5	0	0.25	0.5625	0.1875	0
3996	3	4	0	0	0.25	0.75	0	0
3997	2	3	4	0	0.1	0.45	0.45	0
3998	10	0	0	0	1	0	0	0
3999	10	0	0	0	1	0	0	0
4000	10	0	0	0	1	0	0	0
4001	10	0	0	0	1	0	0	0
4002	3	4	5	0	0.25	0.5625	0.1875	0
4003	3	4	5	0	0.25	0.5625	0.1875	0
4004	3	4	0	0	0.25	0.75	0	0
4005	3	4	0	0	0.25	0.75	0	0
4006	3	4	5	0	0.25	0.5625	0.1875	0
4007	2	3	4	0	0.1	0.45	0.45	0
4008	2	3	4	0	0.1	0.45	0.45	0
4009	3	4	0	0	0.25	0.75	0	0
4010	10	0	0	0	1	0	0	0
4011	10	0	0	0	1	0	0	0
4012	10	0	0	0	1	0	0	0
4013	10	0	0	0	1	0	0	0
4014	2	3	4	0	0.1	0.45	0.45	0
4015	2	3	4	0	0.1	0.45	0.45	0
4016	2	3	4	0	0.1	0.45	0.45	0
4017	2	3	4	0	0.1	0.45	0.45	0
4018	2	3	4	0	0.1	0.45	0.45	0
4019	2	3	4	0	0.1	0.45	0.45	0
4020	2	3	4	0	0.1	0.45	0.45	0
4021	2	3	4	0	0.1	0.45	0.45	0
4022	10	0	0	0	1	0	0	0
4023	10	0	0	0	1	0	0	0
4024	10	0	0	0	1	0	0	0
4025	10	0	0	0	1	0	0	0
4026	2	3	4	0	0.1	0.45	0.45	0
4027	2	3	4	0	0.1	0.45	0.45	0
4028	2	3	4	0	0.1	0.45	0.45	0
4029	2	3	4	0	0.1	0.45	0.45	0
4030	2	3	4	0	0.1	0.45	0.45	0
4031	2	3	4	0	0.1	0.45	0.45	0
4032	2	3	4	0	0.1	0.45	0.45	0
4033	2	3	4	0	0.1	0.45	0.45	0
4034	2	3	4	0	0.1	0.45	0.45	0
4035	2	3	4	0	0.1	0.45	0.45	0
4036	2	3	4	0	0.1	0.45	0.45	0
4037	2	3	4	0	0.1	0.45	0.45	0
4038	2	3	4	0	0.1	0.45	0.45	0
4039	3	4	5	0	0.25	0.5625	0.1875	0
4040	3	4	5	0	0.25	0.5625	0.1875	0
4041	2	3	4	0	0.1	0.45	0.45	0
4042	3	4	5	0	0.25	0.5625	0.1875	0
4043	3	4	5	0	0.25	0.5625	0.1875	0
4044	3	4	5	0	0.25	0.5625	0.1875	0
4045	3	4	5	0	0.25	0.5625	0.1875	0
4046	3	4	5	0	0.25	0.5625	0.1875	0
4047	3	4	5	0	0.25	0.5625	0.1875	0
4048	2	3	4	0	0.1	0.45	0.45	0
4049	3	4	5	0	0.25	0.5625	0.1875	0
4050	3	4	5	0	0.25	0.5625	0.1875	0
4051	2	3	4	0	0.1	0.45	0.45	0
4052	2	3	4	0	0.1	0.45	0.45	0
4053	2	3	4	0	0.1	0.45	0.45	0
4054	2	3	4	0	0.1	0.45	0.45	0
4055	2	3	4	0	0.1	0.45	0.45	0
4056	2	3	4	0	0.1	0.45	0.45	0
4057	2	3	4	0	0.1	0.45	0.45	0
4058	2	3	4	0	0.1	0.45	0.45	0
4059	2	3	4	0	0.1	0.45	0.45	0
4060	2	3	4	0	0.1	0.45	0.45	0
4061	2	3	4	0	0.1	0.45	0.45	0
4062	2	3	4	0	0.1	0.45	0.45	0
4063	2	3	4	0	0.1	0.45	0.45	0
4064	2	3	4	0	0.1	0.45	0.45	0
4065	2	3	4	0	0.1	0.45	0.45	0
4066	2	3	4	0	0.1	0.45	0.45	0
4067	3	4	5	0	0.25	0.5625	0.1875	0
4068	2	3	4	0	0.1	0.45	0.45	0
4069	2	3	4	0	0.1	0.45	0.45	0
4070	3	4	5	0	0.25	0.5625	0.1875	0
4071	3	4	5	0	0.25	0.5625	0.1875	0
4072	3	4	5	0	0.25	0.5625	0.1875	0
4073	2	3	4	0	0.1	0.45	0.45	0
4074	3	4	5	0	0.25	0.5625	0.1875	0
4075	3	4	5	0	0.25	0.5625	0.1875	0
4076	3	4	5	0	0.25	0.5625	0.1875	0
4077	3	4	5	0	0.25	0.5625	0.1875	0
4078	3	4	5	0	0.25	0.5625	0.1875	0
4079	3	4	5	0	0.25	0.5625	0.1875	0
4080	3	4	5	0	0.25	0.5625	0.1875	0
4081	3	4	5	0	0.25	0.5625	0.1875	0
4082	3	4	5	0	0.25	0.5625	0.1875	0
4083	2	3	4	0	0.1	0.45	0.45	0
4084	2	3	4	0	0.1	0.45	0.45	0
4085	3	4	5	0	0.25	0.5625	0.1875	0
4086	2	3	4	0	0.1	0.45	0.45	0
4087	2	3	4	0	0.1	0.45	0.45	0
4088	2	3	4	0	0.1	0.45	0.45	0
4089	2	3	4	0	0.1	0.45	0.45	0
4090	2	3	4	0	0.1	0.45	0.45	0
4091	2	3	4	0	0.1	0.45	0.45	0
4092	2	3	4	0	0.1	0.45	0.45	0
4093	2	3	4	0	0.1	0.45	0.45	0
4094	2	3	4	0	0.1	0.45	0.45	0
4095	2	3	4	0	0.1	0.45	0.45	0
4096	2	3	4	0	0.1	0.45	0.45	0
4097	2	3	4	0	0.1	0.45	0.45	0
4098	2	3	4	0	0.1	0.45	0.45	0
4099	4	5	0	0	0.5	0.5	0	0
4100	3	4	5	0	0.25	0.5625	0.1875	0
4101	2	3	4	0	0.1	0.45	0.45	0
4102	10	0	0	0	1	0	0	0
4103	10	0	0	0	1	0	0	0
4104	10	0	0	0	1	0	0	0
4105	10	0	0	0	1	0	0	0
4106	10	0	0	0	1	0	0	0
4107	10	0	0	0	1	0	0	0
4108	10	0	0	0	1	0	0	0
4109	10	0	0	0	1	0	0	0
4110	10	0	0	0	1	0	0	0
4111	10	0	0	0	1	0	0	0
4112	9	10	0	0	0.25	0.75	0	0
4113	10	0	0	0	1	0	0	0
4114	10	0	0	0	1	0	0	0
4115	9	10	0	0	0.25	0.75	0	0
4116	10	0	0	0	1	0	0	0
4117	10	0	0	0	1	0	0	0
4118	10	0	0	0	1	0	0	0
4119	10	0	0	0	1	0	0	0
4120	10	0	0	0	1	0	0	0
4121	10	0	0	0	1	0	0	0
4122	10	0	0	0	1	0	0	0
4123	9	10	0	0	0.25	0.75	0	0
4124	10	0	0	0	1	0	0	0
4125	10	0	0	0	1	0	0	0
4126	10	0	0	0	1	0	0	0
4127	9	10	0	0	0.25	0.75	0	0
4128	10	0	0	0	1	0	0	0
4129	9	10	0	0	0.25	0.75	0	0
4130	9	10	0	0	0.75	0.25	0	0
4131	9	10	0	0	0.9	0.1	0	0
4132	9	10	0	0	0.9	0.1	0	0
4133	9	10	0	0	0.75	0.25	0	0
4134	9	10	0	0	0.75	0.25	0	0
4135	9	10	0	0	0.9	0.1	0	0
4136	9	10	0	0	0.9	0.1	0	0
4137	9	10	0	0	0.75	0.25	0	0
4138	9	10	0	0	0.75	0.25	0	0
4139	9	10	0	0	0.75	0.25	0	0
4140	9	10	0	0	0.75	0.25	0	0
4141	9	10	0	0	0.75	0.25	0	0
4142	9	10	0	0	0.75	0.25	0	0
4143	9	10	0	0	0.9	0.1	0	0
4144	9	10	0	0	0.9	0.1	0	0
4145	9	10	0	0	0.75	0.25	0	0
4146	9	10	0	0	0.9	0.1	0	0
4147	9	10	0	0	0.9	0.1	0	0
4148	9	10	0	0	0.9	0.1	0	0
4149	9	10	0	0	0.9	0.1	0	0
4150	4	5	0	0	0.5	0.5	0	0
4151	4	5	0	0	0.5	0.5	0	0
4152	3	4	5	0	0.25	0.5625	0.1875	0
4153	3	4	5	0	0.25	0.5625	0.1875	0
4154	4	5	0	0	0.5	0.5	0	0
4155	4	5	0	0	0.5	0.5	0	0
4156	3	4	5	0	0.25	0.5625	0.1875	0
4157	3	4	5	0	0.25	0.5625	0.1875	0
4158	4	5	0	0	0.5	0.5	0	0
4159	2	3	4	0	0.1	0.45	0.45	0
4160	3	4	5	0	0.25	0.5625	0.1875	0
4161	3	4	5	0	0.25	0.5625	0.1875	0
4162	2	3	4	0	0.1	0.45	0.45	0
4163	2	3	4	0	0.1	0.45	0.45	0
4164	2	3	4	0	0.1	0.45	0.45	0
4165	3	4	5	0	0.25	0.5625	0.1875	0
4166	17	0	0	0	1	0	0	0
4167	17	0	0	0	1	0	0	0
4168	16	17	0	0	0.75	0.25	0	0
4169	16	17	0	0	0.75	0.25	0	0
4170	2	3	4	0	0.1	0.45	0.45	0
4171	2	3	4	0	0.1	0.45	0.45	0
4172	2	3	4	0	0.1	0.45	0.45	0
4173	2	3	4	0	0.1	0.45	0.45	0
4174	25	0	0	0	1	0	0	0
4175	25	0	0	0	1	0	0	0
4176	25	0	0	0	1	0	0	0
4177	25	0	0	0	1	0	0	0
4178	2	3	4	0	0.1	0.45	0.45	0
4179	2	3	4	0	0.1	0.45	0.45	0
4180	2	3	4	0	0.1	0.45	0.45	0
4181	2	3	4	0	0.1	0.45	0.45	0
4182	2	3	4	0	0.1	0.45	0.45	0
4183	2	3	4	0	0.1	0.45	0.45	0
4184	2	3	4	0	0.1	0.45	0.45	0
4185	2	3	4	0	0.1	0.45	0.45	0
4186	3	4	5	0	0.25	0.5625	0.1875	0
4187	3	4	5	0	0.25	0.5625	0.1875	0
4188	4	5	0	0	0.5	0.5	0	0
4189	2	3	4	0	0.1	0.45	0.45	0
4190	3	4	5	0	0.25	0.5625	0.1875	0
4191	4	5	0	0	0.5	0.5	0	0
4192	4	5	0	0	0.5	0.5	0	0
4193	4	5	0	0	0.5	0.5	0	0
4194	4	5	0	0	0.5	0.5	0	0
4195	3	4	5	0	0.25	0.5625	0.1875	0
4196	4	5	0	0	0.5	0.5	0	0
4197	4	5	0	0	0.5	0.5	0	0
4198	3	4	5	0	0.25	0.5625	0.1875	0
4199	3	4	5	0	0.25	0.5625	0.1875	0
4200	2	3	4	0	0.1	0.45	0.45	0
4201	4	5	0	0	0.5	0.5	0	0
4202	9	0	0	0	1	0	0	0
4203	9	0	0	0	1	0	0	0
4204	9	0	0	0	1	0	0	0
4205	9	0	0	0	1	0	0	0
4206	16	17	0	0	0.75	0.25	0	0
4207	12	16	0	0	0.25	0.75	0	0
4208	12	16	0	0	0.25	0.75	0	0
4209	9	0	0	0	1	0	0	0
4210	9	0	0	0	1	0	0	0
4211	9	0	0	0	1	0	0	0
4212	9	0	0	0	1	0	0	0
4213	4	0	0	0	1	0	0	0
4214	4	0	0	0	1	0	0	0
4215	4	0	0	0	1	0	0	0
4216	4	0	0	0	1	0	0	0
4217	9	0	0	0	1	0	0	0
4218	9	0	0	0	1	0	0	0
4219	9	0	0	0	1	0	0	0
4220	9	0	0	0	1	0	0	0
4221	4	0	0	0	1	0	0	0
4222	4	0	0	0	1	0	0	0
4223	4	0	0	0	1	0	0	0
4224	4	0	0	0	1	0	0	0
4225	9	0	0	0	1	0	0	0
4226	9	0	0	0	1	0	0	0
4227	9	0	0	0	1	0	0	0
4228	9	0	0	0	1	0	0	0
4229	4	5	0	0	0.5	0.5	0	0
4230	4	5	0	0	0.5	0.5	0	0
4231	4	5	0	0	0.5	0.5	0	0
4232	4	5	0	0	0.5	0.5	0	0
4233	9	0	0	0	1	0	0	0
4234	9	0	0	0	1	0	0	0
4235	9	0	0	0	1	0	0	0
4236	9	0	0	0	1	0	0	0
4237	3	4	5	0	0.25	0.5625	0.1875	0
4238	3	4	5	0	0.25	0.5625	0.1875	0
4239	2	3	4	0	0.1	0.45	0.45	0
4240	2	3	4	0	0.1	0.45	0.45	0
4241	9	0	0	0	1	0	0	0
4242	9	0	0	0	1	0	0	0
4243	9	0	0	0	1	0	0	0
4244	9	0	0	0	1	0	0	0
4245	3	4	5	0	0.25	0.5625	0.1875	0
4246	3	4	5	0	0.25	0.5625	0.1875	0
4247	2	3	4	0	0.1	0.45	0.45	0
4248	2	3	4	0	0.1	0.45	0.45	0
4249	9	0	0	0	1	0	0	0
4250	9	0	0	0	1	0	0	0
4251	9	0	0	0	1	0	0	0
4252	9	0	0	0	1	0	0	0
4253	3	4	5	0	0.25	0.5625	0.1875	0
4254	3	4	5	0	0.25	0.5625	0.1875	0
4255	2	3	4	0	0.1	0.45	0.45	0
4256	2	3	4	0	0.1	0.45	0.45	0
4257	9	0	0	0	1	0	0	0
4258	9	0	0	0	1	0	0	0
4259	9	0	0	0	1	0	0	0
4260	9	0	0	0	1	0	0	0
4261	3	4	5	0	0.25	0.5625	0.1875	0
4262	3	4	5	0	0.25	0.5625	0.1875	0
4263	2	3	4	0	0.1	0.45	0.45	0
4264	2	3	4	0	0.1	0.45	0.45	0
4265	9	0	0	0	1	0	0	0
4266	9	0	0	0	1	0	0	0
4267	9	0	0	0	1	0	0	0
4268	9	0	0	0	1	0	0	0
4269	3	4	5	0	0.25	0.5625	0.1875	0
4270	3	4	5	0	0.25	0.5625	0.1875	0
4271	3	4	5	0	0.25	0.5625	0.1875	0
4272	3	4	5	0	0.25	0.5625	0.1875	0
4273	9	0	0	0	1	0	0	0
4274	9	0	0	0	1	0	0	0
4275	9	0	0	0	1	0	0	0
4276	9	0	0	0	1	0	0	0
4277	3	4	5	0	0.25	0.5625	0.1875	0
4278	4	5	0	0	0.5	0.5	0	0
4279	4	5	0	0	0.5	0.5	0	0
4280	3	4	5	0	0.25	0.5625	0.1875	0
4281	9	0	0	0	1	0	0	0
4282	9	0	0	0	1	0	0	0
4283	9	0	0	0	1	0	0	0
4284	9	0	0	0	1	0	0	0
4285	4	5	0	0	0.5	0.5	0	0
4286	4	5	0	0	0.5	0.5	0	0
4287	3	4	5	0	0.25	0.5625	0.1875	0
4288	4	5	0	0	0.5	0.5	0	0
4289	9	0	0	0	1	0	0	0
4290	9	0	0	0	1	0	0	0
4291	9	0	0	0	1	0	0	0
4292	9	0	0	0	1	0	0	0
4293	9	0	0	0	1	0	0	0
4294	9	0	0	0	1	0	0	0
4295	9	0	0	0	1	0	0	0
4296	9	0	0	0	1	0	0	0
4297	9	0	0	0	1	0	0	0
4298	9	0	0	0	1	0	0	0
4299	9	0	0	0	1	0	0	0
4300	9	0	0	0	1	0	0	0
4301	4	5	0	0	0.5	0.5	0	0
